"","uu","ud","uf","du","dd","df","fu","fd","ff","quarter","year"
"1",0.776673519441057,0.0335923275684965,0.0604742664629712,0.373965595999422,0.292739712747164,0.214946109151636,0.159531931205587,0.0522152656215937,0.68994689723606,1,2019
